gre_score,gre_score_quant,gre_score_verbal,test_score_toefl,undergraduation_score,work_ex,papers_published,university_name,status,ranking
310,161,149,65.0,3.58,27,0,university_of_texas_arlington,accept,64
308,168,140,101,3.05,20,0,university_of_texas_arlington,accept,64
304,161,143,65.0,3.14,6,0,university_of_texas_arlington,accept,64
303,154,149,93.0,2.82,0,0,university_of_texas_arlington,accept,64
313,161,152,104.0,2.5,8,3,university_of_texas_arlington,accept,64
318,159,159,106.0,2.2,36,1,university_of_texas_arlington,accept,64
308,161,147,75.0,2.2,19,0,university_of_texas_arlington,accept,64
320,165,155,86.0,2.73,30,0,university_of_texas_arlington,accept,64
303,164,139,65.0,3.37,36,0,university_of_texas_arlington,accept,64
299,161,138,65.0,3.47,46,0,university_of_texas_arlington,accept,64
309,160,149,90.0,1.81,50,0,university_of_texas_arlington,accept,64
309,160,149,90.0,1.81,50,0,university_of_texas_arlington,accept,64
304,156,148,75.0,1.95,42,0,university_of_texas_arlington,accept,64
294,150,144,90.0,2.7,25,0,university_of_texas_arlington,accept,64
308,157,151,101.0,3.18,0,1,university_of_texas_arlington,accept,64
302,156,146,103.0,2.2,39,0,university_of_texas_arlington,accept,64
300,155,145,75.0,2.84,0,0,university_of_texas_arlington,accept,64
302,161,141,88.0,3.22,21,0,university_of_texas_arlington,accept,64
302,160,142,75.0,3.1,18,0,university_of_texas_arlington,accept,64
306,162,144,90.0,2.65,6,0,university_of_texas_arlington,accept,64
292,142,150,95.0,2.89,18,0,university_of_texas_arlington,accept,64
300,152,148,97.0,2.7,5,0,university_of_texas_arlington,accept,64
298,152,146,88.0,3.37,42,0,university_of_texas_arlington,accept,64
311,165,146,87.0,2.97,1,0,university_of_texas_arlington,accept,64
295,152,143,97.0,3.14,0,0,university_of_texas_arlington,accept,64
295,153,142,101,2.35,31,0,university_of_texas_arlington,accept,64
324,170,154,108.0,3.16,22,3,university_of_texas_arlington,accept,64
308,163,145,90.0,2.52,32,0,university_of_texas_arlington,accept,64
291,153,138,65.0,3.42,50,0,university_of_texas_arlington,accept,64
287,148,139,89.0,2.38,23,0,university_of_texas_arlington,accept,64
298,155,143,101,2.4,13,0,university_of_texas_arlington,accept,64
298,159,139,65.0,2.97,0,0,university_of_texas_arlington,accept,64
304,156,148,93.0,2.15,15,0,university_of_texas_arlington,accept,64
288,149,139,84.0,2.84,0,3,university_of_texas_arlington,accept,64
295,157,138,94.0,2.76,0,0,university_of_texas_arlington,accept,64
309,163,146,90.0,3.05,5,3,university_of_texas_arlington,accept,64
312,161,151,109.0,2.24,52,0,university_of_texas_arlington,accept,64
300,158,142,75.0,2.5,0,0,university_of_texas_arlington,accept,64
301,151,150,94.0,2.65,6,0,university_of_texas_arlington,accept,64
296,160,136,65.0,3.07,22,0,university_of_texas_arlington,reject,64
296,160,136,65.0,3.07,22,0,university_of_texas_arlington,reject,64
310,161,149,103.0,2.7,20,3,university_of_texas_arlington,reject,64
307,160,147,83.0,2.24,19,0,university_of_texas_arlington,reject,64
297,155,142,69.0,2.1,12,3,university_of_texas_arlington,reject,64
300,153,147,65.0,2.75,4,0,university_of_texas_arlington,reject,64
295,151,144,101,2.0,31,0,university_of_texas_arlington,reject,64
292,151,141,90.0,2.75,21,0,university_of_texas_arlington,reject,64
315,162,153,105.0,2.53,40,0,university_of_texas_arlington,reject,64
298,161,137,65.0,3.02,0,0,university_of_texas_arlington,reject,64
296,148,148,101,2.56,2,3,university_of_texas_arlington,reject,64
305,145,160,101.0,1.95,50,2,university_of_texas_arlington,reject,64
302,160,142,100.0,2.92,4,3,university_of_texas_arlington,reject,64
310,159,151,101.0,3.4,6,3,university_of_texas_arlington,reject,64
293,148,145,81.0,3.01,54,0,university_of_texas_arlington,reject,64
293,151,142,65.0,3.16,6,0,university_of_texas_arlington,reject,64
307,159,148,65.0,1.85,0,0,university_of_texas_arlington,reject,64
307,159,148,65.0,1.85,0,0,university_of_texas_arlington,reject,64
293,157,136,87.0,2.0,15,0,university_of_texas_arlington,reject,64
305,153,152,75.0,2.12,0,0,university_of_texas_arlington,reject,64
293,155,138,101,2.25,0,0,university_of_texas_arlington,reject,64
300,155,145,95.0,3.14,18,1,university_of_texas_arlington,reject,64
307,156,151,101.0,2.93,14,3,university_of_texas_arlington,reject,64
309,158,151,0,2.48,60,0,university_of_texas_arlington,reject,64
293,156,137,79.0,2.0,63,0,university_of_texas_arlington,reject,64
295,160,135,65.0,2.75,0,0,university_of_texas_arlington,reject,64
300,162,138,65.0,2.35,0,0,university_of_texas_arlington,reject,64
297,154,143,82.0,2.15,0,3,university_of_texas_arlington,reject,64
293,146,147,101,2.05,5,1,university_of_texas_arlington,reject,64
292,157,135,80.0,2.89,6,3,university_of_texas_arlington,reject,64
297,155,142,87.0,2.55,49,0,university_of_texas_arlington,reject,64
309,165,144,114,2.95,1,0,university_of_texas_arlington,reject,64
300,153,147,90.0,2.48,30,0,university_of_texas_arlington,reject,64
295,158,137,0,2.1,28,2,university_of_texas_arlington,reject,64
303,155,148,82.0,2.17,0,0,university_of_texas_arlington,reject,64
297,156,141,82.0,1.9,19,0,university_of_texas_arlington,reject,64
303,163,140,101,2.25,0,0,university_of_texas_arlington,reject,64
300,161,139,75.0,2.68,12,0,university_of_texas_arlington,reject,64
307,156,151,88.0,2.38,85,0,university_of_texas_arlington,reject,64
304,156,148,104.0,2.7,25,0,university_of_texas_arlington,reject,64
299,157,142,80.0,2.32,2,0,university_of_texas_arlington,reject,64
299,153,146,0,3.02,0,0,university_of_texas_arlington,reject,64
297,156,141,83.0,2.5,0,0,university_of_texas_arlington,reject,64
305,160,145,88.0,2.35,60,1,university_of_texas_arlington,reject,64
298,156,142,81.0,2.85,18,0,university_of_texas_arlington,reject,64
302,163,139,87.0,3.1,44,0,university_of_texas_arlington,reject,64
313,162,151,102.0,2.9,33,0,university_of_texas_arlington,reject,64
298,150,148,102.0,2.69,5,0,university_of_texas_arlington,reject,64
303,161,142,101,2.3,5,0,university_of_texas_arlington,reject,64
300,156,144,83.0,2.96,35,0,university_of_texas_arlington,reject,64
315,161,154,107.0,2.02,60,0,university_of_texas_arlington,reject,64
301,159,142,65.0,3.01,0,1,university_of_texas_arlington,reject,64
296,155,141,82.0,2.75,15,0,university_of_texas_arlington,reject,64
306,158,148,93.0,2.34,0,0,university_of_texas_arlington,reject,64
306,158,148,93.0,2.34,0,0,university_of_texas_arlington,reject,64
314,159,155,75.0,2.85,23,0,university_of_texas_arlington,reject,64
313,168,145,95.0,1.9,7,1,university_of_texas_arlington,reject,64
302,161,141,101,2.58,0,0,university_of_texas_arlington,reject,64
308,160,148,82.0,2.92,3,0,university_of_texas_arlington,reject,64
299,158,141,78,3.36,16,0,university_of_texas_arlington,reject,64
295,155,140,65.0,2.26,12,0,university_of_texas_arlington,reject,64
304,155,149,80.0,3.06,20,0,university_of_texas_arlington,reject,64
300,159,141,78,2.5,0,0,university_of_texas_arlington,reject,64
304,158,146,85.0,2.45,90,0,university_of_texas_arlington,reject,64
305,163,142,90.0,3.46,24,0,university_of_texas_arlington,reject,64
301,158,143,86.0,1.9,30,0,university_of_texas_arlington,reject,64
303,160,143,97.0,2.0,0,2,university_of_texas_arlington,reject,64
307,160,147,75.0,2.55,0,3,university_of_texas_arlington,reject,64
293,151,142,88.0,1.94,6,0,university_of_texas_arlington,reject,64
302,161,141,96.0,3.52,30,3,university_of_texas_arlington,reject,64
310,161,149,91.0,2.78,0,0,university_of_texas_arlington,reject,64
310,161,149,91.0,2.78,0,0,university_of_texas_arlington,reject,64
299,152,147,85.0,1.93,60,0,university_of_texas_arlington,reject,64
300,144,156,82.0,2.75,0,0,university_of_texas_arlington,reject,64
317,167,150,92.0,1.95,2,0,university_of_texas_arlington,reject,64
300,154,146,88.0,1.79,18,0,university_of_texas_arlington,reject,64
298,157,141,84.0,2.5,60,0,university_of_texas_arlington,reject,64
294,151,143,91.0,2.8,0,0,university_of_texas_arlington,reject,64
296,154,142,92.0,2.55,24,0,university_of_texas_arlington,reject,64
306,164,142,110.0,2.39,17,0,university_of_texas_arlington,reject,64
297,152,145,94.0,2.49,30,0,university_of_texas_arlington,reject,64
298,153,145,87.0,2.81,0,0,university_of_texas_arlington,reject,64
308,159,149,101,3.29,10,0,university_of_texas_arlington,reject,64
290,151,139,85.0,2.55,20,3,university_of_texas_arlington,reject,64
302,157,145,75.0,2.75,12,0,university_of_texas_arlington,reject,64
298,154,144,94.0,2.92,6,0,university_of_texas_arlington,reject,64
300,156,144,84.0,1.85,10,1,university_of_texas_arlington,reject,64
300,156,144,84.0,1.85,10,1,university_of_texas_arlington,reject,64
304,160,144,87.0,3.04,3,0,university_of_texas_arlington,reject,64
317,167,150,75.0,2.4,9,0,university_of_texas_arlington,reject,64
304,166,138,83.0,3.48,10,0,university_of_texas_arlington,reject,64
294,154,140,95.0,2.5,6,0,university_of_texas_arlington,reject,64
304,162,142,91.0,3.35,0,0,university_of_texas_arlington,reject,64
309,160,149,100.0,2.4,30,2,university_of_texas_arlington,reject,64
300,158,142,91.0,3.04,15,3,university_of_texas_arlington,reject,64
295,152,143,85.0,2.7,0,0,university_of_texas_arlington,reject,64
305,163,142,83.0,2.8,24,0,university_of_texas_arlington,reject,64
300,158,142,80.0,3.14,3,0,university_of_texas_arlington,reject,64
307,161,146,97.0,1.8,21,0,university_of_texas_arlington,reject,64
309,162,147,97.0,2.2,12,2,university_of_texas_arlington,reject,64
296,154,142,92.0,2.62,27,2,university_of_texas_arlington,reject,64
303,155,148,94.0,2.93,15,0,university_of_texas_arlington,reject,64
300,159,141,82.0,2.47,36,0,university_of_texas_arlington,reject,64
295,158,137,78,2.55,0,0,university_of_texas_arlington,reject,64
308,156,152,105.0,1.95,10,0,university_of_texas_arlington,reject,64
309,160,149,101,3.4,3,0,university_of_texas_arlington,reject,64
301,157,144,86.0,2.86,0,0,university_of_texas_arlington,reject,64
300,158,142,80.0,2.0,0,3,university_of_texas_arlington,reject,64
295,154,141,91.0,2.45,15,0,university_of_texas_arlington,reject,64
299,158,141,86.0,1.85,30,0,university_of_texas_arlington,reject,64
309,162,147,108.0,2.8,45,0,university_of_texas_arlington,reject,64
303,160,143,82.0,2.24,2,0,university_of_texas_arlington,reject,64
298,158,140,85.0,1.82,18,0,university_of_texas_arlington,reject,64
299,153,146,97.0,2.96,24,3,university_of_texas_arlington,reject,64
306,162,144,110.0,3.37,24,0,university_of_texas_arlington,reject,64
302,158,144,101,3.18,30,0,university_of_texas_arlington,reject,64
294,154,140,85.0,2.84,0,0,university_of_texas_arlington,reject,64
319,162,157,109.0,1.86,0,3,university_of_texas_arlington,reject,64
305,161,144,97.0,3.23,0,0,university_of_texas_arlington,reject,64
315,163,152,105.0,2.76,10,0,university_of_texas_arlington,reject,64
298,155,143,93.0,2.1,36,0,university_of_texas_arlington,reject,64
300,156,144,87.0,2.6,18,0,university_of_texas_arlington,reject,64
303,156,147,95.0,3.02,26,0,university_of_texas_arlington,reject,64
307,158,149,103.0,2.0,27,0,university_of_texas_arlington,reject,64
302,158,144,82.0,3.46,20,3,university_of_texas_arlington,reject,64
302,153,149,95.0,2.2,36,3,university_of_texas_arlington,reject,64
296,148,148,86.0,2.55,30,0,university_of_texas_arlington,reject,64
297,158,139,78,2.7,0,0,university_of_texas_arlington,reject,64
294,158,136,87.0,2.05,0,0,university_of_texas_arlington,reject,64
307,160,147,101.0,2.35,0,0,university_of_texas_arlington,reject,64
321,164,157,110.0,3.0,20,0,university_of_texas_arlington,reject,64
321,164,157,110.0,3.0,20,0,university_of_texas_arlington,reject,64
304,159,145,81.0,2.8,30,0,university_of_texas_arlington,reject,64
311,170,141,89.0,2.77,10,0,university_of_texas_arlington,reject,64
315,163,152,98.0,3.6,1,0,university_of_texas_austin,accept,16
315,163,152,98.0,3.6,1,0,university_of_texas_austin,accept,16
325,170,155,114.0,3.88,30,0,university_of_texas_austin,accept,16
324,168,156,114.0,3.69,12,3,university_of_texas_austin,accept,16
329,170,159,112.0,3.6,4,3,university_of_texas_austin,accept,16
316,156,160,113.0,2.0,0,0,university_of_texas_austin,accept,16
315,167,148,104.0,3.86,16,3,university_of_texas_austin,accept,16
317,165,152,102.0,3.76,12,3,university_of_texas_austin,accept,16
324,167,157,110.0,3.37,15,0,university_of_texas_austin,accept,16
324,168,156,100.0,3.3,9,2,university_of_texas_austin,accept,16
332,170,162,116.0,3.65,20,3,university_of_texas_austin,accept,16
316,168,148,105.0,3.63,40,3,university_of_texas_austin,accept,16
322,170,152,113.0,3.66,6,3,university_of_texas_austin,accept,16
329,164,165,119.0,3.22,24,0,university_of_texas_austin,reject,16
329,164,165,119.0,3.22,24,0,university_of_texas_austin,reject,16
320,170,150,113.0,3.26,2,3,university_of_texas_austin,reject,16
314,162,152,104.0,2.52,34,0,university_of_texas_austin,reject,16
321,169,152,109.0,3.46,9,0,university_of_texas_austin,reject,16
324,167,157,108.0,3.12,6,2,university_of_texas_austin,reject,16
321,168,153,104.0,3.8,0,3,university_of_texas_austin,reject,16
320,166,154,107.0,3.8,12,0,university_of_texas_austin,reject,16
306,159,147,75.0,2.97,1,3,university_of_texas_austin,reject,16
315,164,151,93.0,2.95,18,0,university_of_texas_austin,reject,16
308,160,148,109.0,3.72,5,3,university_of_texas_austin,reject,16
320,165,155,107.0,3.6,24,0,university_of_texas_austin,reject,16
325,170,155,105.0,2.98,40,0,university_of_texas_austin,reject,16
314,166,148,75.0,3.1,0,0,university_of_texas_austin,reject,16
323,166,157,106.0,3.64,19,0,university_of_texas_austin,reject,16
326,165,161,103.0,2.53,0,3,university_of_texas_austin,reject,16
326,165,161,103.0,2.53,0,3,university_of_texas_austin,reject,16
321,170,151,111.0,3.63,17,0,university_of_texas_austin,reject,16
322,164,158,111.0,3.36,43,0,university_of_texas_austin,reject,16
323,170,153,112.0,3.67,4,0,university_of_texas_austin,reject,16
316,166,150,103.0,3.44,6,3,university_of_texas_austin,reject,16
316,163,153,111.0,3.64,14,0,university_of_texas_austin,reject,16
322,170,152,110.0,3.65,22,0,university_of_texas_austin,reject,16
320,168,152,99.0,3.48,37,0,university_of_texas_austin,reject,16
322,164,158,111.0,3.69,0,0,university_of_texas_austin,reject,16
324,169,155,109.0,3.33,21,3,university_of_texas_austin,reject,16
322,164,158,118.0,3.41,12,0,university_of_texas_austin,reject,16
323,162,161,109.0,3.49,19,0,university_of_texas_austin,reject,16
322,170,152,111.0,3.82,30,3,university_of_texas_austin,reject,16
321,170,151,108.0,3.2,6,0,university_of_texas_austin,reject,16
320,170,150,104.0,3.86,2,1,university_of_texas_austin,reject,16
326,165,161,107.0,3.18,12,0,university_of_texas_austin,reject,16
335,170,165,117.0,3.2,29,0,university_of_texas_austin,reject,16
317,168,149,110.0,3.54,8,3,university_of_texas_austin,reject,16
323,166,157,112.0,3.54,18,3,university_of_texas_austin,reject,16
323,168,155,117.0,3.82,5,0,university_of_texas_austin,reject,16
315,165,150,114.0,3.8,1,0,university_of_texas_austin,reject,16
319,170,149,105.0,3.36,22,3,university_of_texas_austin,reject,16
331,168,163,109.0,2.25,6,0,university_of_texas_austin,reject,16
318,170,148,101.0,4.0,12,0,university_of_texas_austin,reject,16
321,168,153,105.0,3.29,17,0,university_of_texas_austin,reject,16
324,170,154,106.0,3.44,10,0,university_of_texas_austin,reject,16
321,166,155,112.0,3.8,43,3,university_of_texas_austin,reject,16
326,169,157,85.0,3.54,3,1,university_of_texas_austin,reject,16
308,159,149,75.0,2.09,27,3,university_of_texas_austin,reject,16
323,168,155,100.0,3.46,29,3,university_of_texas_austin,reject,16
328,166,162,118.0,3.49,6,3,university_of_texas_austin,reject,16
325,166,159,110.0,3.74,22,0,university_of_texas_austin,reject,16
328,168,160,114.0,3.54,1,0,university_of_texas_austin,reject,16
325,168,157,111.0,3.75,16,0,university_of_texas_austin,reject,16
324,168,156,113.0,3.15,12,0,university_of_texas_austin,reject,16
327,169,158,110.0,3.2,3,0,university_of_texas_austin,reject,16
316,164,152,105.0,3.37,19,1,university_of_texas_austin,reject,16
313,165,148,102.0,2.86,41,0,university_of_texas_austin,reject,16
319,163,156,111.0,3.52,90,0,university_of_texas_austin,reject,16
319,165,154,101.0,3.65,32,0,university_of_texas_austin,reject,16
320,169,151,105.0,3.88,2,0,university_of_texas_austin,reject,16
311,159,152,114,3.28,0,0,university_of_texas_austin,reject,16
316,166,150,108.0,3.88,30,0,university_of_texas_austin,reject,16
323,166,157,111.0,3.9,23,0,university_of_texas_austin,reject,16
326,170,156,116.0,3.51,30,3,university_of_texas_austin,reject,16
311,168,143,91.0,2.83,6,0,university_of_texas_austin,reject,16
311,168,143,91.0,2.83,6,0,university_of_texas_austin,reject,16
315,166,149,95.0,3.52,0,0,university_of_texas_austin,reject,16
322,163,159,110.0,3.52,32,0,university_of_texas_austin,reject,16
331,167,164,112.0,3.44,5,0,university_of_texas_austin,reject,16
319,164,155,112.0,3.52,30,0,university_of_texas_austin,reject,16
321,165,156,102.0,2.55,12,0,university_of_texas_austin,reject,16
323,164,159,116.0,3.72,22,0,university_of_texas_austin,reject,16
332,170,162,113.0,3.61,24,0,university_of_texas_austin,reject,16
317,166,151,103.0,3.6,43,0,university_of_texas_austin,reject,16
326,168,158,110.0,2.92,60,0,university_of_texas_austin,reject,16
327,169,158,113.0,3.44,10,3,university_of_texas_austin,reject,16
321,169,152,107.0,3.7,27,0,university_of_texas_austin,reject,16
326,167,159,112.0,3.35,21,0,university_of_texas_austin,reject,16
318,169,149,105.0,3.65,7,0,university_of_texas_austin,reject,16
326,167,159,112.0,3.88,20,0,university_of_texas_austin,reject,16
335,169,166,116.0,3.8,7,3,university_of_texas_austin,reject,16
328,168,160,110.0,3.6,14,1,university_of_texas_austin,reject,16
328,168,160,110.0,3.6,14,1,university_of_texas_austin,reject,16
331,169,162,115.0,3.09,21,0,university_of_texas_austin,reject,16
320,161,159,113.0,2.7,82,0,university_of_texas_austin,reject,16
323,168,155,112.0,3.3,25,3,university_of_texas_austin,reject,16
319,170,149,86.0,3.68,13,0,university_of_texas_austin,reject,16
316,166,150,100.0,3.62,0,3,university_of_texas_austin,reject,16
330,168,162,119.0,3.76,32,0,university_of_texas_austin,reject,16
317,164,153,106.0,3.0,53,3,university_of_texas_austin,reject,16
320,163,157,111.0,3.46,0,0,university_of_texas_austin,reject,16
316,164,152,97.0,3.58,16,3,university_of_texas_austin,reject,16
320,166,154,110.0,3.16,7,3,university_of_texas_austin,reject,16
330,170,160,85.0,3.64,4,3,university_of_texas_austin,reject,16
322,168,154,114.0,3.82,23,0,university_of_texas_austin,reject,16
313,167,146,101.0,3.62,36,0,university_of_texas_austin,reject,16
325,165,160,107.0,3.64,0,0,university_of_texas_austin,reject,16
325,170,155,115.0,3.45,11,0,university_of_texas_austin,reject,16
325,170,155,115.0,3.45,11,0,university_of_texas_austin,reject,16
308,163,145,102.0,3.28,4,0,university_of_texas_austin,reject,16
309,159,150,93.0,3.58,44,0,university_of_texas_austin,reject,16
325,169,156,107.0,3.32,5,0,university_of_texas_austin,reject,16
333,170,163,110.0,3.46,36,0,university_of_texas_austin,reject,16
315,166,149,110.0,3.39,22,0,university_of_texas_austin,reject,16
315,166,149,110.0,3.39,22,0,university_of_texas_austin,reject,16
329,167,162,107.0,3.39,48,3,university_of_texas_austin,reject,16
321,165,156,106.0,3.46,16,3,university_of_texas_austin,reject,16
319,170,149,104.0,3.6,0,0,university_of_texas_austin,reject,16
318,162,156,107.0,3.61,2,0,university_of_texas_austin,reject,16
312,161,151,102.0,3.89,44,3,university_of_texas_austin,reject,16
325,170,155,106.0,3.71,2,0,university_of_texas_austin,reject,16
324,166,158,109.0,3.26,29,3,university_of_texas_austin,reject,16
325,170,155,110.0,3.44,33,0,university_of_texas_austin,reject,16
320,167,153,107.0,3.5,0,3,university_of_texas_austin,reject,16
340,170,170,116.0,3.46,2,2,university_of_texas_austin,reject,16
327,166,161,113.0,3.29,17,0,university_of_texas_austin,reject,16
310,163,147,98.0,2.25,46,3,university_of_texas_austin,reject,16
318,165,153,108.0,3.84,9,3,university_of_texas_austin,reject,16
334,167,167,119.0,3.5,50,0,university_of_texas_austin,reject,16
321,166,155,106.0,3.56,5,0,university_of_texas_austin,reject,16
314,161,153,100.0,3.16,0,0,university_of_texas_austin,reject,16
320,166,154,109.0,3.92,8,3,university_of_texas_austin,reject,16
321,166,155,107.0,3.32,36,0,university_of_texas_austin,reject,16
323,165,158,75.0,3.55,0,0,university_of_texas_austin,reject,16
322,168,154,117.0,3.94,4,0,university_of_texas_austin,reject,16
327,170,157,118.0,3.1,11,0,university_of_texas_austin,reject,16
328,169,159,113.0,3.75,22,3,university_of_texas_austin,reject,16
323,167,156,110.0,3.4,41,0,university_of_texas_austin,reject,16
321,169,152,103.0,2.54,40,0,university_of_texas_austin,reject,16
324,170,154,87.0,3.42,4,0,university_of_texas_austin,reject,16
326,166,160,117.0,2.8,6,0,university_of_texas_austin,reject,16
322,167,155,105.0,3.42,0,0,university_of_texas_austin,reject,16
322,167,155,105.0,3.42,0,0,university_of_texas_austin,reject,16
318,170,148,101.0,3.25,7,0,university_of_texas_austin,reject,16
319,166,153,100.0,2.67,30,3,university_of_texas_austin,reject,16
328,170,158,110.0,3.39,6,0,university_of_texas_austin,reject,16
309,163,146,101,3.36,0,0,university_of_texas_austin,reject,16
330,169,161,106.0,3.4,7,0,university_of_texas_austin,reject,16
330,170,160,114.0,3.04,6,3,university_of_texas_austin,reject,16
338,168,170,119.0,3.68,6,0,university_of_texas_austin,reject,16
326,170,156,108.0,3.59,26,0,university_of_texas_austin,reject,16
322,160,162,105.0,3.6,0,2,university_of_texas_austin,reject,16
319,164,155,115.0,1.43,0,0,university_of_texas_austin,reject,16
319,164,155,115.0,1.43,0,0,university_of_texas_austin,reject,16
303,158,145,101.0,3.33,33,0,university_of_texas_austin,reject,16
323,168,155,108.0,3.6,33,0,university_of_texas_austin,reject,16
312,162,150,110.0,3.44,19,0,university_of_texas_austin,reject,16
310,160,150,0,2.44,8,2,university_of_texas_austin,reject,16
324,169,155,116.0,3.42,26,3,university_of_texas_austin,reject,16
328,166,162,106.0,3.32,17,0,university_of_texas_austin,reject,16
327,170,157,0,2.55,37,0,university_of_texas_austin,reject,16
323,166,157,114.0,3.64,20,3,university_of_texas_austin,reject,16
322,168,154,107.0,3.22,29,0,university_of_texas_austin,reject,16
325,168,157,103.0,3.25,32,0,university_of_texas_austin,reject,16
331,168,163,116.0,3.94,30,0,university_of_texas_austin,reject,16
328,168,160,113.0,3.7,4,0,university_of_texas_austin,reject,16
318,165,153,101.0,3.74,16,3,university_of_texas_austin,reject,16
316,169,147,107.0,2.84,40,0,university_of_texas_austin,reject,16
326,169,157,0,3.6,17,0,university_of_texas_austin,reject,16
326,169,157,0,3.6,17,0,university_of_texas_austin,reject,16
320,167,153,100.0,3.82,36,0,university_of_texas_austin,reject,16
327,169,158,109.0,3.46,40,0,university_of_texas_austin,reject,16
322,170,152,104.0,3.32,39,0,university_of_texas_austin,reject,16
310,161,149,95.0,3.74,28,0,university_of_texas_austin,reject,16
325,170,155,118.0,2.99,17,0,university_of_texas_austin,reject,16
324,166,158,114.0,3.76,13,3,university_of_texas_austin,reject,16
330,170,160,0,3.93,34,3,university_of_texas_austin,reject,16
317,162,155,108.0,2.74,6,0,university_of_texas_austin,reject,16
321,165,156,105.0,3.0,39,0,university_of_texas_austin,reject,16
327,168,159,115.0,2.8,15,0,university_of_texas_austin,reject,16
324,168,156,113.0,3.64,0,0,university_of_texas_austin,reject,16
328,163,165,114.0,2.99,69,0,university_of_texas_austin,reject,16
330,166,164,117.0,3.58,9,3,university_of_texas_austin,reject,16
311,162,149,103.0,3.36,21,3,university_of_texas_austin,reject,16
324,165,159,108.0,3.42,0,0,university_of_texas_austin,reject,16
324,165,159,108.0,3.42,0,0,university_of_texas_austin,reject,16
326,169,157,110.0,1.41,0,3,university_of_texas_austin,reject,16
314,167,147,0,3.37,29,0,university_of_texas_austin,reject,16
302,158,144,81.0,3.52,18,0,university_of_texas_austin,reject,16
322,153,169,105.0,3.16,12,0,university_of_texas_austin,reject,16
307,166,141,101,3.62,22,3,university_of_texas_austin,reject,16
312,164,148,97.0,3.65,27,3,university_of_texas_austin,reject,16
311,162,149,104.0,2.45,0,0,university_of_texas_austin,reject,16
323,168,155,104.0,3.64,20,3,university_of_texas_austin,reject,16
317,163,154,106.0,3.42,34,3,university_of_texas_austin,reject,16
316,165,151,112.0,3.09,1,1,university_of_texas_austin,reject,16
324,170,154,112.0,3.32,4,3,university_of_texas_austin,reject,16
318,162,156,102.0,3.76,11,3,university_of_texas_austin,reject,16
325,167,158,103.0,3.44,15,0,university_of_texas_austin,reject,16
319,167,152,98.0,3.59,9,0,university_of_texas_austin,reject,16
316,162,154,106.0,3.52,16,0,university_of_texas_austin,reject,16
322,168,154,113.0,3.74,30,0,university_of_texas_austin,reject,16
335,170,165,109.0,3.42,42,0,university_of_texas_austin,reject,16
317,162,155,113.0,3.75,1,3,university_of_texas_austin,reject,16
329,166,163,107.0,3.47,15,3,university_of_texas_austin,reject,16
325,167,158,110.0,3.85,5,3,university_of_texas_austin,reject,16
317,163,154,111.0,3.66,38,0,university_of_texas_austin,reject,16
322,170,152,0,3.02,31,0,university_of_texas_austin,reject,16
313,164,149,99.0,3.38,29,0,university_of_texas_austin,reject,16
325,168,157,116.0,3.72,23,3,university_of_texas_austin,reject,16
326,156,170,111.0,3.0,21,0,university_of_texas_austin,reject,16
332,169,163,113.0,3.54,31,0,university_of_texas_austin,reject,16
324,169,155,113.0,3.36,16,0,university_of_texas_austin,reject,16
328,168,160,110.0,3.62,1,0,university_of_texas_austin,reject,16
329,170,159,114.0,3.05,17,1,university_of_texas_austin,reject,16
314,166,148,100.0,3.66,11,3,university_of_texas_austin,reject,16
330,170,160,0,3.73,2,0,university_of_texas_austin,reject,16
327,170,157,108.0,3.32,12,0,university_of_texas_austin,reject,16
316,162,154,110.0,3.82,16,3,university_of_texas_austin,reject,16
331,170,161,0,3.62,21,3,university_of_texas_austin,reject,16
314,168,146,106.0,3.74,19,3,university_of_texas_austin,reject,16
319,166,153,97.0,3.42,21,0,university_of_texas_austin,reject,16
325,168,157,115.0,3.31,33,3,university_of_texas_austin,reject,16
318,164,154,0,3.36,24,3,university_of_texas_austin,reject,16
320,164,156,118.0,3.77,2,0,university_of_texas_austin,reject,16
326,170,156,114.0,3.76,4,0,university_of_texas_austin,reject,16
324,167,157,107.0,3.71,1,0,university_of_texas_austin,reject,16
315,166,149,0,3.08,4,0,university_of_texas_austin,reject,16
325,167,158,109.0,3.6,4,0,university_of_texas_austin,reject,16
316,162,154,110.0,3.81,16,3,university_of_texas_austin,reject,16
318,160,158,106.0,3.59,0,0,university_of_texas_austin,reject,16
325,170,155,114.0,3.09,25,3,university_of_texas_austin,reject,16
333,170,163,114.0,3.28,22,3,university_of_texas_austin,reject,16
324,165,159,113.0,3.4,0,0,university_of_texas_dallas,accept,52
324,165,159,113.0,3.4,0,0,university_of_texas_dallas,accept,52
315,162,153,104.0,3.8,37,3,university_of_texas_dallas,accept,52
333,170,163,110.0,3.46,36,0,university_of_texas_dallas,accept,52
313,161,152,103.0,3.38,0,0,university_of_texas_dallas,accept,52
320,163,157,113.0,3.77,0,2,university_of_texas_dallas,accept,52
310,163,147,101,3.56,16,3,university_of_texas_dallas,accept,52
314,165,149,93.0,2.99,18,0,university_of_texas_dallas,accept,52
317,168,149,75.0,3.23,6,1,university_of_texas_dallas,accept,52
312,164,148,105.0,3.48,45,0,university_of_texas_dallas,accept,52
317,159,158,114.0,3.52,4,1,university_of_texas_dallas,accept,52
317,167,150,101,3.47,32,0,university_of_texas_dallas,accept,52
311,167,144,87.0,3.36,0,0,university_of_texas_dallas,accept,52
